timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1768040088123,64,3. View My Leave,200,OK,Thread Group 1-16,text,true,,4378,385,1,1,http://localhost:8080/web/index.php/auth/login,27,0,0
1768040088123,28,3. View My Leave-0,302,Found,Thread Group 1-16,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,27,0,0
1768040088151,36,3. View My Leave-1,200,OK,Thread Group 1-16,text,true,,3680,187,1,1,http://localhost:8080/web/index.php/auth/login,36,0,0
1768040088223,36,1. GET Login Page,200,OK,Thread Group 1-17,text,true,,3784,140,1,1,http://localhost:8080/web/index.php/auth/login,36,0,1
1768040088261,64,2. POST Login,200,OK,Thread Group 1-17,text,true,,4534,532,1,1,http://localhost:8080/web/index.php/auth/login,28,0,1
1768040088261,29,2. POST Login-0,302,Found,Thread Group 1-17,text,true,,698,345,1,1,http://localhost:8080/web/index.php/auth/validate,28,0,1
1768040088290,35,2. POST Login-1,200,OK,Thread Group 1-17,text,true,,3836,187,1,1,http://localhost:8080/web/index.php/auth/login,35,0,0
1768040088326,64,3. View My Leave,200,OK,Thread Group 1-17,text,true,,4397,385,1,1,http://localhost:8080/web/index.php/auth/login,27,0,0
1768040088326,27,3. View My Leave-0,302,Found,Thread Group 1-17,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,27,0,0
1768040088354,36,3. View My Leave-1,200,OK,Thread Group 1-17,text,true,,3699,187,1,1,http://localhost:8080/web/index.php/auth/login,35,0,0
1768040088422,35,1. GET Login Page,200,OK,Thread Group 1-18,text,true,,3777,140,1,1,http://localhost:8080/web/index.php/auth/login,35,0,1
1768040088458,63,2. POST Login,200,OK,Thread Group 1-18,text,true,,4513,532,1,1,http://localhost:8080/web/index.php/auth/login,29,0,1
1768040088458,30,2. POST Login-0,302,Found,Thread Group 1-18,text,true,,698,345,1,1,http://localhost:8080/web/index.php/auth/validate,29,0,1
1768040088488,33,2. POST Login-1,200,OK,Thread Group 1-18,text,true,,3815,187,1,1,http://localhost:8080/web/index.php/auth/login,32,0,0
1768040088521,61,3. View My Leave,200,OK,Thread Group 1-18,text,true,,4391,385,1,1,http://localhost:8080/web/index.php/auth/login,28,0,1
1768040088521,29,3. View My Leave-0,302,Found,Thread Group 1-18,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,28,0,1
1768040088550,32,3. View My Leave-1,200,OK,Thread Group 1-18,text,true,,3693,187,1,1,http://localhost:8080/web/index.php/auth/login,32,0,0
1768040088622,32,1. GET Login Page,200,OK,Thread Group 1-19,text,true,,3781,140,1,1,http://localhost:8080/web/index.php/auth/login,32,0,0
1768040088656,63,2. POST Login,200,OK,Thread Group 1-19,text,true,,4526,535,1,1,http://localhost:8080/web/index.php/auth/login,27,0,0
1768040088656,27,2. POST Login-0,302,Found,Thread Group 1-19,text,true,,698,348,1,1,http://localhost:8080/web/index.php/auth/validate,27,0,0
1768040088683,36,2. POST Login-1,200,OK,Thread Group 1-19,text,true,,3828,187,1,1,http://localhost:8080/web/index.php/auth/login,36,0,1
1768040088719,63,3. View My Leave,200,OK,Thread Group 1-19,text,true,,4389,385,1,1,http://localhost:8080/web/index.php/auth/login,28,0,1
1768040088719,29,3. View My Leave-0,302,Found,Thread Group 1-19,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,28,0,1
1768040088748,34,3. View My Leave-1,200,OK,Thread Group 1-19,text,true,,3691,187,1,1,http://localhost:8080/web/index.php/auth/login,34,0,0
1768040088822,35,1. GET Login Page,200,OK,Thread Group 1-20,text,true,,3788,140,1,1,http://localhost:8080/web/index.php/auth/login,34,0,0
1768040088858,62,2. POST Login,200,OK,Thread Group 1-20,text,true,,4511,532,1,1,http://localhost:8080/web/index.php/auth/login,28,0,0
1768040088858,28,2. POST Login-0,302,Found,Thread Group 1-20,text,true,,698,345,1,1,http://localhost:8080/web/index.php/auth/validate,28,0,0
1768040088886,34,2. POST Login-1,200,OK,Thread Group 1-20,text,true,,3813,187,1,1,http://localhost:8080/web/index.php/auth/login,33,0,1
1768040088920,62,3. View My Leave,200,OK,Thread Group 1-20,text,true,,4385,385,1,1,http://localhost:8080/web/index.php/auth/login,28,0,1
1768040088920,28,3. View My Leave-0,302,Found,Thread Group 1-20,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,28,0,1
1768040088948,34,3. View My Leave-1,200,OK,Thread Group 1-20,text,true,,3687,187,1,1,http://localhost:8080/web/index.php/auth/login,34,0,1
1768040089022,35,1. GET Login Page,200,OK,Thread Group 1-21,text,true,,3783,140,1,1,http://localhost:8080/web/index.php/auth/login,34,0,1
1768040089058,61,2. POST Login,200,OK,Thread Group 1-21,text,true,,4529,534,1,1,http://localhost:8080/web/index.php/auth/login,27,0,1
1768040089058,28,2. POST Login-0,302,Found,Thread Group 1-21,text,true,,698,347,1,1,http://localhost:8080/web/index.php/auth/validate,27,0,1
1768040089086,33,2. POST Login-1,200,OK,Thread Group 1-21,text,true,,3831,187,1,1,http://localhost:8080/web/index.php/auth/login,33,0,0
1768040089119,63,3. View My Leave,200,OK,Thread Group 1-21,text,true,,4372,385,1,1,http://localhost:8080/web/index.php/auth/login,28,0,1
1768040089119,29,3. View My Leave-0,302,Found,Thread Group 1-21,text,true,,698,198,1,1,http://localhost:8080/web/index.php/leave/viewMyLeaveList,28,0,1
1768040089148,34,3. View My Leave-1,200,OK,Thread Group 1-21,text,true,,3674,187,1,1,http://localhost:8080/web/index.php/auth/login,34,0,0
